Time (s),Fᵧ (N),rᵧ (m)
0.009999999776482582,0.000011554515367606655,0
0.019999999552965164,0.01817525178194046,0
0.029999999329447746,0.000034663546102819964,0
0.03999999910593033,0.01819836162030697,0
0.05000000074505806,0.018140587955713272,0
0.05999999865889549,0,0
0.07000000029802322,0,0
0.07999999821186066,0.009185840375721455,0
0.09000000357627869,0.009000967256724834,0
0.10000000149011612,0,0
0.10999999940395355,0.009220503270626068,0
0.11999999731779099,0.01819835975766182,0
0.12999999523162842,0.009104957804083824,0
0.14000000059604645,0.01819836162030697,0
0.15000000596046448,0.008931640535593033,0
0.1599999964237213,0.00927827600389719,0
0.17000000178813934,0.01800193451344967,0
0.18000000715255737,0.009301384910941124,0
0.1899999976158142,0.008885422721505165,0
0.20000000298023224,0.0002310903073521331,0
0.20999999344348907,0.0179557166993618,0
0.2199999988079071,0.009093403816223145,0
0.23000000417232513,0,0
0.23999999463558197,0.009093403816223145,0
0.25,0.009093403816223145,0
0.25999999046325684,0,0
0.27000001072883606,0.00031197190401144326,0
0.2800000011920929,0.0087814312428236,0
0.28999999165534973,0,0
0.30000001192092896,0,0
0.3100000023841858,0.0003581899800337851,0
0.3199999928474426,0.009104957804083824,0
0.33000001311302185,0.008723659440875053,0
0.3400000035762787,0.00039285351522266865,0
0.3499999940395355,0.008700549602508545,0
0.36000001430511475,0.009093403816223145,0
0.3700000047683716,0,0
0.3799999952316284,0.009093403816223145,0
0.38999998569488525,0.00045062610297463834,0
0.4000000059604645,0.017736181616783142,0
0.4099999964237213,0.009093403816223145,0
0.41999998688697815,0.009093403816223145,0
0.4300000071525574,0,0
0.4399999976158142,0,0
0.44999998807907104,0.009093403816223145,0
0.46000000834465027,0.0005315077141858637,0
0.4699999988079071,0.008561896160244942,0
0.47999998927116394,0,0
0.49000000953674316,0,0
0.5,0,0
0.5099999904632568,0,0
0.5199999809265137,0,0
0.5299999713897705,0.009093403816223145,0
0.5400000214576721,0,0
0.550000011920929,0,0
0.5600000023841858,0,0
0.5699999928474426,0,0
0.5799999833106995,0,0
0.5899999737739563,0,0
0.6000000238418579,0.009093403816223145,0
0.6100000143051147,0,0
0.6200000047683716,0,0
0.6299999952316284,0,0
0.6399999856948853,0,0
0.6499999761581421,0.009093403816223145,0
0.6600000262260437,0.0007625980069860816,0
0.6700000166893005,0.009104957804083824,0
0.6800000071525574,0.008319251239299774,0
0.6899999976158142,0,0
0.699999988079071,0.000808816053904593,0
0.7099999785423279,0.01819836162030697,0
0.7200000286102295,0.01819836162030697,0
0.7300000190734863,0.008261478506028652,0
0.7400000095367432,0.009093403816223145,0
0.75,0.00995999202132225,0
0.7599999904632568,0.008226814679801464,0
0.7699999809265137,0,0
0.7799999713897705,0,0
0.7900000214576721,0.0009128067176789045,0
0.800000011920929,0.01819836162030697,0
0.8100000023841858,0.008169041946530342,0
0.8199999928474426,-0.010040873661637306,0
0.8299999833106995,-0.01819836162030697,0
0.8399999737739563,-0.01819836162030697,0
0.8500000238418579,-0.01918049529194832,0
0.8600000143051147,-0.027303321287035942,0
0.8700000047683716,-0.03639672324061394,0
0.8799999952316284,-0.04549012705683708,0
0.8899999856948853,-0.04754683002829552,0
0.8999999761581421,-0.06370004266500473,0
0.9100000262260437,-0.06264858692884445,0
0.9200000166893005,-0.054595086723566055,0
0.9300000071525574,-0.054595086723566055,0
0.9399999976158142,-0.05568121001124382,0
0.949999988079071,-0.07389112561941147,0
0.9599999785423279,-0.10119444876909256,0
0.9700000286102295,-0.12052515149116516,0
0.9800000190734863,-0.15581265091896057,0
0.9900000095367432,-0.17516645789146423,0
1,-0.21043084561824799,0
1.0099999904632568,-0.2195473611354828,0
1.0199999809265137,-0.24685066938400269,0
1.0299999713897705,-0.25477707386016846,0
1.0399999618530273,-0.2559787631034851,0
1.0499999523162842,-0.26388201117515564,0
1.059999942779541,-0.2729754149913788,0
1.0700000524520874,-0.26388201117515564,0
1.0800000429153442,-0.2729754149913788,0
1.090000033378601,-0.2729754149913788,0
1.100000023841858,-0.2820688486099243,0
1.1100000143051147,-0.2833513617515564,0
1.1200000047683716,-0.30026721954345703,0
1.1299999952316284,-0.2924794554710388,0.0000715642818249762
1.1399999856948853,-0.30805495381355286,0.00027219761977903545
1.149999976158142,-0.3015959858894348,0.00047283092862926424
1.159999966621399,-0.3107125163078308,0.0007469284464605153
1.1699999570846558,-0.32757052779197693,0.001148195005953312
1.1799999475479126,-0.3289339542388916,0.0014747309032827616
1.190000057220459,-0.3353005051612854,0.0016753642121329904
1.2000000476837158,-0.32895708084106445,0.001951994956471026
1.2100000381469727,-0.3366754651069641,0.002276630839332938
1.2200000286102295,-0.3548622727394104,0.0025545284152030945
1.2300000190734863,-0.34719008207321167,0.0030336924828588963
1.2400000095367432,-0.3653999865055084,0.003635592292994261
1.25,-0.3821656107902527,0.004237492103129625
1.2599999904632568,-0.3821656107902527,0.004839392378926277
1.2699999809265137,-0.39125901460647583,0.005441291723400354
1.2799999713897705,-0.3927379846572876,0.005962127819657326
1.2899999618530273,-0.41094788908958435,0.006445091683417559
1.2999999523162842,-0.4185623228549957,0.0070469919592142105
1.309999942779541,-0.4291693866252899,0.007648891303688288
1.3200000524520874,-0.43676069378852844,0.00825079157948494
1.3300000429153442,-0.43829745054244995,0.00885269045829773
1.340000033378601,-0.4443173408508301,0.009454591199755669
1.350000023841858,-0.4580672085285187,0.010056491941213608
1.3600000143051147,-0.4731574058532715,0.010658390820026398
1.3700000047683716,-0.47157442569732666,0.011260291561484337
1.3799999952316284,-0.47633489966392517,0.011949588544666767
1.3899999856948853,-0.4929618537425995,0.01266409084200859
1.399999976158142,-0.5004607439041138,0.013177326880395412
1.409999966621399,-0.5095541477203369,0.01366789173334837
1.4199999570846558,-0.5202882885932922,0.014269791543483734
1.4299999475479126,-0.5186591148376465,0.014781128615140915
1.440000057220459,-0.5277525186538696,0.015273591503500938
1.4500000476837158,-0.5385212898254395,0.015875492244958878
1.4600000381469727,-0.5459508299827576,0.016477391123771667
1.4700000286102295,-0.5459508299827576,0.016986194998025894
1.4800000190734863,-0.5459508299827576,0.017481191083788872
1.4900000095367432,-0.5584874749183655,0.01808308996260166
1.5,-0.580614447593689,0.01868498884141445
1.5099999904632568,-0.5749873518943787,0.01928688958287239
1.5199999809265137,-0.5841038823127747,0.019985053688287735
1.5299999713897705,-0.5987780690193176,0.020690688863396645
1.5399999618530273,-0.5932203531265259,0.021292591467499733
1.5499999523162842,-0.611430287361145,0.021992653608322144
1.559999942779541,-0.6296402215957642,0.022696390748023987
1.5700000524520874,-0.626035213470459,0.023298291489481926
1.5800000429153442,-0.6314889788627625,0.024000253528356552
1.590000033378601,-0.6460476517677307,0.024802785366773605
1.600000023841858,-0.6569897532463074,0.025503989309072495
1.6100000143051147,-0.6642460227012634,0.026207853108644485
1.6200000047683716,-0.6752112507820129,0.027010386809706688
1.6299999952316284,-0.6934211254119873,0.02781292051076889
1.6399999856948853,-0.6987477540969849,0.028511589393019676
1.649999976158142,-0.6934441924095154,0.02921798638999462
1.659999966621399,-0.7116541266441345,0.02991538867354393
1.6699999570846558,-0.7279344201087952,0.03051728941500187
1.6799999475479126,-0.7279344201087952,0.031119192019104958
1.690000057220459,-0.7279344797134399,0.0317210890352726
1.7000000476837158,-0.7298987507820129,0.03232299163937569
1.7100000381469727,-0.7461329102516174,0.032924894243478775
1.7200000286102295,-0.7481202483177185,0.033526789397001266
1.7300000190734863,-0.7643312215805054,0.034128688275814056
1.7400000095367432,-0.7754350900650024,0.034730590879917145
1.75,-0.780507504940033,0.035332489758729935
1.7599999904632568,-0.7754581570625305,0.036045849323272705
1.7699999809265137,-0.7936680912971497,0.03673628717660904
1.7799999713897705,-0.800727903842926,0.03722545877099037
1.7899999618530273,-0.800727903842926,0.03774008899927139
1.7999999523162842,-0.8119010925292969,0.03834198787808418
1.809999942779541,-0.8301110863685608,0.03894388675689697
1.8200000524520874,-0.8371246457099915,0.03966104984283447
1.8300000429153442,-0.8392391204833984,0.040463581681251526
1.840000033378601,-0.8574489951133728,0.04126611351966858
1.850000023841858,-0.8735213875770569,0.04206864908337593
1.8600000143051147,-0.8644279837608337,0.04275338724255562
1.8700000047683716,-0.8735213875770569,0.04335528984665871
1.8799999952316284,-0.8735213875770569,0.04407625272870064
1.8899999856948853,-0.88261479139328,0.04475908726453781
1.899999976158142,-0.8848101496696472,0.04524065926671028
1.909999966621399,-0.8939266800880432,0.045762889087200165
1.9199999570846558,-0.9121365547180176,0.04624319449067116
1.9299999475479126,-0.9258864521980286,0.046644456684589386
1.940000057220459,-0.9190114736557007,0.04704572632908821
1.9500000476837158,-0.9212645888328552,0.04744699224829674
1.9600000381469727,-0.9281164407730103,0.047848258167505264
1.9700000286102295,-0.9303926825523376,0.04837428405880928
1.9800000190734863,-0.946314811706543,0.04885078966617584
1.9900000095367432,-0.946314811706543,0.04925205931067467
2,-0.9486257433891296,0.0497799851000309
2.009999990463257,-0.9645131826400757,0.050254590809345245
2.0199999809265137,-0.9645131826400757,0.05065586045384407
2.0299999713897705,-0.9759521484375,0.0510571226477623
2.0399999618530273,-0.9827114939689636,0.05158758535981178
2.049999952316284,-0.9918049573898315,0.052059661597013474
2.059999942779541,-0.994185209274292,0.052591387182474136
2.069999933242798,-1.0009099245071411,0.05306218937039375
2.0799999237060547,-1.0057165622711182,0.05359518527984619
2.0899999141693115,-1.0282132625579834,0.05419708415865898
2.0999999046325684,-1.0373066663742065,0.05493198335170746
2.109999895095825,-1.0397447347640991,0.05573451146483421
2.119999885559082,-1.0555050373077393,0.056537043303251266
2.130000114440918,-1.0695207118988037,0.05733957886695862
2.140000104904175,-1.0894290208816528,0.05814211070537567
2.1500000953674316,-1.0877652168273926,0.05894464626908302
2.1600000858306885,-1.1101000308990479,0.059747181832790375
2.1700000762939453,-1.1101000308990479,0.060687143355607986
2.180000066757202,-1.121712327003479,0.0616903081536293
2.190000057220459,-1.130828857421875,0.06269347667694092
2.200000047683716,-1.1464967727661133,0.06369663774967194
2.2100000381469727,-1.1581437587738037,0.06455984711647034
2.2200000286102295,-1.164695143699646,0.06550297141075134
2.2300000190734863,-1.1672718524932861,0.06636491417884827
2.240000009536743,-1.1854816675186157,0.06716745346784592
2.25,-1.2010918855667114,0.06796998530626297
2.259999990463257,-1.2010918855667114,0.06891564279794693
2.2699999809265137,-1.2037147283554077,0.06963129341602325
2.2799999713897705,-1.2219246625900269,0.07037758082151413
2.2899999618530273,-1.225749135017395,0.07118011265993118
2.299999952316284,-1.2310411930084229,0.07198264449834824
2.309999942779541,-1.249251127243042,0.07263889163732529
2.319999933242798,-1.243912935256958,0.07338771224021912
2.3299999237060547,-1.2519664764404297,0.07404268532991409
2.3399999141693115,-1.2738853693008423,0.07464458048343658
2.3499999046325684,-1.2829787731170654,0.07524649053812027
2.359999895095825,-1.2738854885101318,0.07599784433841705
2.369999885559082,-1.285717248916626,0.07665029168128967
2.380000114440918,-1.3039270639419556,0.07740291953086853
2.390000104904175,-1.3102821111679077,0.07805408537387848
2.4000000953674316,-1.313055157661438,0.07865598797798157
2.4100000858306885,-1.3284803628921509,0.07925788313150406
2.4200000762939453,-1.3284803628921509,0.08001304417848587
2.430000066757202,-1.337573766708374,0.08066169172525406
2.440000057220459,-1.34039306640625,0.08141811192035675
2.450000047683716,-1.3466787338256836,0.08206548541784286
2.4600000381469727,-1.3557721376419067,0.08266738802194595
2.4700000286102295,-1.3614799976348877,0.08311285078525543
2.4800000190734863,-1.383075475692749,0.08367118239402771
2.490000009536743,-1.3921688795089722,0.0841153934597969
2.5,-1.3921688795089722,0.08467498421669006
2.509999990463257,-1.3950691223144531,0.08511792123317719
2.5199999809265137,-1.4012738466262817,0.08551918715238571
2.5299999713897705,-1.4012738466262817,0.08592046052217484
2.5399999618530273,-1.4042086601257324,0.08632173389196396
2.549999952316284,-1.4194722175598145,0.08672299236059189
2.559999942779541,-1.4194722175598145,0.08712425827980042
2.569999933242798,-1.4315351247787476,0.08768828958272934
2.5799999237060547,-1.4376705884933472,0.0881267860531807
2.5899999141693115,-1.4376705884933472,0.0886920839548111
2.5999999046325684,-1.4497681856155396,0.08912932872772217
2.609999895095825,-1.443759799003601,0.0895305946469307
2.619999885559082,-1.4467639923095703,0.08976592868566513
2.630000114440918,-1.4498027563095093,0.08996656537055969
2.640000104904175,-1.4558688402175903,0.09016719460487366
2.6500000953674316,-1.4558689594268799,0.09036782383918762
2.6600000858306885,-1.4680358171463013,0.09073692560195923
2.6700000762939453,-1.4740673303604126,0.09113819152116776
2.680000066757202,-1.4740673303604126,0.0917091816663742
2.690000057220459,-1.4862688779830933,0.09214071929454803
2.700000047683716,-1.4922657012939453,0.09271298348903656
2.7100000381469727,-1.4922657012939453,0.09314324706792831
2.7200000286102295,-1.495408535003662,0.09354452043771744
2.7300000190734863,-1.510464072227478,0.09394578635692596
2.740000009536743,-1.5195574760437012,0.09452058374881744
2.75,-1.5227349996566772,0.09494832903146744
2.759999990463257,-1.5286624431610107,0.09534958750009537
2.7699999809265137,-1.5409564971923828,0.09592628479003906
2.7799999713897705,-1.5436487197875977,0.09652817994356155
2.7899999618530273,-1.5409795045852661,0.096953384578228
2.799999952316284,-1.550096035003662,0.09735465049743652
2.809999942779541,-1.5650590658187866,0.09793388098478317
2.819999933242798,-1.5650591850280762,0.09853578358888626
2.8299999237060547,-1.5774223804473877,0.09895844757556915
2.8399999141693115,-1.5865389108657837,0.09953958541154861
2.8499999046325684,-1.5981627702713013,0.10032197088003159
2.859999895095825,-1.5865620374679565,0.10094337910413742
2.869999885559082,-1.601455807685852,0.1015452891588211
2.880000114440918,-1.601455807685852,0.102147176861763
2.890000104904175,-1.6105492115020752,0.10274907201528549
2.9000000953674316,-1.6172508001327515,0.103167325258255
2.9100000858306885,-1.625396728515625,0.10375288128852844
2.9200000762939453,-1.6196541786193848,0.10416984558105469
2.930000066757202,-1.63213312625885,0.10457111895084381
2.940000057220459,-1.6378525495529175,0.10497238487005234
2.950000047683716,-1.6469459533691406,0.10537365823984146
2.9600000381469727,-1.6378525495529175,0.10558746010065079
2.9700000286102295,-1.6378525495529175,0.10578808933496475
2.9800000190734863,-1.6378525495529175,0.10598871856927872
2.990000009536743,-1.6504007577896118,0.10599999129772186
3,-1.6434911489486694,0.10599999129772186
3.009999990463257,-1.646945834159851,0.10619062930345535
3.0199999809265137,-1.650435447692871,0.10639125853776932
3.0299999713897705,-1.6560509204864502,0.10659189522266388
3.0399999618530273,-1.6595635414123535,0.10679252445697784
3.049999952316284,-1.6707251071929932,0.10718632489442825
3.059999942779541,-1.6651443243026733,0.1073937937617302
3.069999933242798,-1.6595981121063232,0.10759442299604416
3.0799999237060547,-1.674249291419983,0.10779506713151932
3.0899999141693115,-1.674249291419983,0.10819138586521149
3.0999999046325684,-1.6778311729431152,0.10839632898569107
3.109999895095825,-1.692447543144226,0.10859695822000504
3.119999885559082,-1.6924476623535156,0.10899519175291061
3.130000114440918,-1.6924476623535156,0.10939645022153854
3.140000104904175,-1.7051692008972168,0.10959886759519577
3.1500000953674316,-1.7106460332870483,0.10979975014925003
3.1600000858306885,-1.7106460332870483,0.11020152270793915
3.1700000762939453,-1.7143088579177856,0.11060278117656708
3.180000066757202,-1.7160766124725342,0.11100608110427856
3.190000057220459,-1.7234253883361816,0.11160797625780106
3.200000047683716,-1.7288445234298706,0.11220987886190414
3.2100000381469727,-1.7416468858718872,0.11280785501003265
3.2200000286102295,-1.7379493713378906,0.1132136732339859
3.2300000190734863,-1.7470427751541138,0.11381039023399353
3.240000009536743,-1.756136178970337,0.11421747505664825
3.25,-1.7598915100097656,0.11481291800737381
3.259999990463257,-1.765241265296936,0.11522127687931061
3.2699999809265137,-1.7781128883361816,0.11581545323133469
3.2799999713897705,-1.7796496152877808,0.11621671169996262
3.2899999618530273,-1.7781360149383545,0.11661797761917114
3.299999952316284,-1.787252426147461,0.11701925843954086
3.309999942779541,-1.8016377687454224,0.11741026490926743
3.319999933242798,-1.7978017330169678,0.11761089414358139
3.3299999237060547,-1.7963805198669434,0.1178230568766594
3.3399999141693115,-1.8016377687454224,0.11821216344833374
3.3499999046325684,-1.8016377687454224,0.1184127926826477
3.359999895095825,-1.8055201768875122,0.11862686276435852
3.369999885559082,-1.819836139678955,0.11902812123298645
3.380000114440918,-1.8237415552139282,0.11941469460725784
3.390000104904175,-1.825024127960205,0.11961532384157181
3.4000000953674316,-1.8328580856323242,0.11983191221952438
3.4100000858306885,-1.8340944051742554,0.12021659314632416
3.4200000762939453,-1.832881212234497,0.12043444812297821
3.430000066757202,-1.847127914428711,0.12083572149276733
3.440000057220459,-1.8420093059539795,0.12123698741197586
3.450000047683716,-1.8602192401885986,0.12163824588060379
3.4600000381469727,-1.8704333305358887,0.12203951925039291
3.4700000286102295,-1.8693357706069946,0.12244078516960144
3.4800000190734863,-1.8784523010253906,0.12284205853939056
3.490000009536743,-1.8835362195968628,0.12326498329639435
3.5,-1.8835362195968628,0.12386687844991684
3.509999990463257,-1.892629623413086,0.12446877360343933
3.5199999809265137,-1.892629623413086,0.12504711747169495
3.5299999713897705,-1.905801773071289,0.12547257542610168
3.5399999618530273,-1.9108279943466187,0.12607447803020477
3.549999952316284,-1.9149298667907715,0.12665091454982758
3.559999942779541,-1.9290263652801514,0.12707827985286713
3.569999933242798,-1.9290263652801514,0.12770691514015198
3.5799999237060547,-1.9290263652801514,0.12848207354545593
3.5899999141693115,-1.9422677755355835,0.12908397614955902
3.5999999046325684,-1.951384425163269,0.12968586385250092
3.609999895095825,-1.9654231071472168,0.130287766456604
3.619999885559082,-1.9654231071472168,0.1308896541595459
3.630000114440918,-1.9696173667907715,0.13149157166481018
3.640000104904175,-1.9836214780807495,0.13209347426891327
3.6500000953674316,-1.9836214780807495,0.13269537687301636
3.6600000858306885,-1.9969438314437866,0.13326485455036163
3.6700000762939453,-2.0018198490142822,0.13366612792015076
3.680000066757202,-2.0018198490142822,0.13410107791423798
3.690000057220459,-2.0060834884643555,0.13466864824295044
3.700000047683716,-2.0242934226989746,0.13510489463806152
3.7100000381469727,-2.0382165908813477,0.13574236631393433
3.7200000286102295,-2.029123067855835,0.13650868833065033
3.7300000190734863,-2.0425264835357666,0.13707371056079865
3.740000009536743,-2.056414842605591,0.1375124752521515
3.75,-2.056414842605591,0.13811436295509338
3.759999990463257,-2.0607595443725586,0.13867750763893127
3.7699999809265137,-2.0655198097229004,0.13911816477775574
3.7799999713897705,-2.074613332748413,0.13972006738185883
3.7899999618530273,-2.074613332748413,0.14032196998596191
3.799999952316284,-2.074613332748413,0.14088259637355804
3.809999942779541,-2.0837066173553467,0.14128385484218597
3.819999933242798,-2.088120460510254,0.14164257049560547
3.8299999237060547,-2.0928115844726562,0.1418863981962204
3.8399999141693115,-2.0928115844726562,0.14224383234977722
3.8499999046325684,-2.0928115844726562,0.1424444615840912
3.859999895095825,-2.101905107498169,0.14264510571956635
3.869999885559082,-2.097283124923706,0.1428457349538803
3.880000114440918,-2.1110100746154785,0.14300000667572021
3.890000104904175,-2.1110100746154785,0.14300000667572021
3.9000000953674316,-2.1110100746154785,0.14300000667572021
3.9100000858306885,-2.106492280960083,0.14300000667572021
3.9200000762939453,-2.1064343452453613,0.14300000667572021
3.930000066757202,-2.1110100746154785,0.14304953813552856
3.940000057220459,-2.1110100746154785,0.14325016736984253
3.950000047683716,-2.1155741214752197,0.1434507966041565
3.9600000381469727,-2.1292083263397217,0.14365142583847046
3.9700000286102295,-2.1292083263397217,0.14385205507278442
3.9800000190734863,-2.1292083263397217,0.1440526843070984
3.990000009536743,-2.1338186264038086,0.14425331354141235
4,-2.147406816482544,0.14450789988040924
4.010000228881836,-2.1383132934570312,0.14490917325019836
4.019999980926514,-2.147406816482544,0.1453104317188263
4.03000020980835,-2.1520631313323975,0.1457117199897766
4.039999961853027,-2.1565117835998535,0.14616946876049042
4.050000190734863,-2.1702845096588135,0.1467142403125763
4.059999942779541,-2.1838033199310303,0.14717327058315277
4.070000171661377,-2.1700072288513184,0.14777517318725586
4.079999923706055,-2.179412603378296,0.14837707579135895
4.090000152587891,-2.1838033199310303,0.14891929924488068
4.099999904632568,-2.192896842956543,0.1493205726146698
4.110000133514404,-2.197645664215088,0.14972184598445892
4.119999885559082,-2.2020018100738525,0.15012311935424805
4.130000114440918,-2.2020018100738525,0.15046219527721405
4.139999866485596,-2.2067854404449463,0.15072564780712128
4.150000095367432,-2.2063117027282715,0.1511269211769104
4.159999847412109,-2.20680832862854,0.1514640897512436
4.170000076293945,-2.2202000617980957,0.15166473388671875
4.179999828338623,-2.2202000617980957,0.15186536312103271
4.190000057220459,-2.2202000617980957,0.15206597745418549
4.199999809265137,-2.225052833557129,0.15226662158966064
4.210000038146973,-2.224440574645996,0.1524672508239746
